VIT Branch,Subject Branch,CGPA,Placement got
Vellore,B.Tech CSE (Cloud Computing & Automation),9.32,Yes
Vellore,B.Tech Computer Science & Engineering,8.68,Yes
Chennai,B.Tech CSE (Cloud Computing & Automation),8.52,No
Vellore,B.Tech Computer Science & Engineering,8.81,No
Chennai,B.Tech Computer Science & Engineering,9.18,No
Vellore,B.Tech Computer Science & Engineering,6.11,No
Bhopal,B.Tech Computer Science & Engineering,9.53,No
AP,B.Tech Computer Science & Engineering,7.32,No
Bhopal,B.Tech Mechanical Engineering,5.23,No
Bhopal,B.Tech CSE (AI & ML),7.21,No
AP,B.Tech Computer Science & Engineering,9.47,Yes
AP,B.Tech CSE (E-Commerce Technology),9.72,Yes
Bhopal,B.Tech Computer Science & Engineering,6.05,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),7.6,No
Chennai,B.Tech CSE (E-Commerce Technology),6.67,No
Chennai,B.Tech Electronics & Communication Engineering,8.0,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),5.15,No
Chennai,B.Tech Computer Science & Engineering,9.21,No
Vellore,B.Tech Computer Science & Engineering,8.44,Yes
Chennai,B.Tech Electronics & Communication Engineering,6.74,No
Chennai,B.Tech CSE (Cyber Security & Digital Forensics),7.94,No
Vellore,B.Tech CSE (Cloud Computing & Automation),7.06,No
Vellore,B.Tech Computer Science & Engineering,6.16,No
Vellore,B.Tech Computer Science & Engineering,9.22,No
AP,B.Tech Computer Science & Engineering,8.31,No
AP,B.Tech Computer Science & Engineering,7.27,No
Chennai,B.Tech Computer Science & Engineering,5.24,No
AP,B.Tech Computer Science & Engineering,7.13,No
Bhopal,B.Tech Computer Science & Engineering,8.31,No
Vellore,B.Tech Computer Science & Engineering,5.82,No
Vellore,B.Tech ECE (AI & Cybernetics),8.96,Yes
Chennai,B.Tech Mechanical Engineering,5.72,No
AP,B.Tech Mechanical Eng (AI & Robotics),8.09,Yes
Vellore,B.Tech Computer Science & Engineering,5.99,No
Chennai,B.Tech CSE (AI & ML),9.92,Yes
Chennai,B.Tech CSE (Education Technology),7.96,No
AP,B.Tech Electronics & Communication Engineering,7.97,No
Vellore,B.Tech Electronics & Communication Engineering,8.67,Yes
Vellore,B.Tech Computer Science & Engineering,6.88,No
AP,B.Tech Computer Science & Engineering,7.27,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),5.07,No
AP,B.Tech Computer Science & Engineering,9.83,No
Vellore,B.Tech CSE (Education Technology),7.49,No
Bhopal,B.Tech Mechanical Eng (AI & Robotics),5.72,No
Vellore,B.Tech CSE (E-Commerce Technology),8.53,No
Vellore,B.Tech Computer Science & Engineering,9.2,Yes
Bhopal,B.Tech Electronics & Communication Engineering,6.2,No
Bhopal,B.Tech Computer Science & Engineering,8.2,Yes
AP,B.Tech Computer Science & Engineering,5.59,No
Chennai,B.Tech Computer Science & Engineering,7.25,No
Chennai,B.Tech Computer Science & Engineering,8.28,No
Chennai,B.Tech Computer Science & Engineering,9.06,Yes
AP,B.Tech Computer Science & Engineering,6.27,No
AP,B.Tech Computer Science & Engineering,8.04,Yes
Vellore,B.Tech Computer Science & Engineering,9.32,Yes
AP,B.Tech CSE (AI & ML),6.01,No
Vellore,B.Tech Computer Science & Engineering,6.49,No
AP,B.Tech Computer Science & Engineering,8.91,No
Chennai,B.Tech Electronics & Communication Engineering,5.35,No
Vellore,B.Tech Computer Science & Engineering,8.64,Yes
AP,B.Tech CSE (AI & ML),7.06,No
Bhopal,B.Tech ECE (AI & Cybernetics),7.65,No
Vellore,B.Tech Computer Science & Engineering,5.41,No
Vellore,B.Tech Computer Science & Engineering,5.37,No
AP,B.Tech Computer Science & Engineering,6.65,No
Vellore,B.Tech Computer Science & Engineering,7.68,No
AP,B.Tech CSE (AI & ML),8.69,No
Vellore,B.Tech Computer Science & Engineering,6.55,No
Vellore,B.Tech Computer Science & Engineering,8.02,No
Chennai,B.Tech Computer Science & Engineering,7.48,No
Chennai,B.Tech CSE (AI & ML),7.06,No
AP,B.Tech Computer Science & Engineering,9.73,No
Chennai,B.Tech Computer Science & Engineering,5.78,No
Chennai,B.Tech Computer Science & Engineering,6.29,No
Chennai,B.Tech Computer Science & Engineering,8.88,No
Chennai,B.Tech Computer Science & Engineering,7.89,No
Chennai,B.Tech Electronics & Communication Engineering,5.59,No
AP,B.Tech Computer Science & Engineering,7.25,No
Vellore,B.Tech CSE (Cyber Security & Digital Forensics),6.82,No
Vellore,B.Tech Electronics & Communication Engineering,5.49,No
Vellore,B.Tech Computer Science & Engineering,8.13,Yes
Vellore,B.Tech Computer Science & Engineering,8.56,Yes
Vellore,B.Tech Mechanical Eng (AI & Robotics),7.91,No
AP,B.Tech Mechanical Engineering,8.53,No
Bhopal,B.Tech Mechanical Engineering,5.21,No
Vellore,B.Tech Computer Science & Engineering,9.91,Yes
Chennai,B.Tech Computer Science & Engineering,5.6,No
AP,B.Tech Electronics & Communication Engineering,9.63,No
Chennai,B.Tech Computer Science & Engineering,7.08,No
Vellore,B.Tech Computer Science & Engineering,9.0,No
Vellore,B.Tech ECE (AI & Cybernetics),5.39,No
Vellore,B.Tech Computer Science & Engineering,8.99,Yes
Vellore,B.Tech Computer Science & Engineering,5.1,No
Vellore,B.Tech ECE (AI & Cybernetics),9.48,No
Vellore,B.Tech CSE (Education Technology),5.21,No
Bhopal,M.Tech CSE (Cyber Security),5.87,No
Chennai,B.Tech Computer Science & Engineering,7.67,No
Chennai,B.Tech Computer Science & Engineering,5.98,No
Chennai,B.Tech Computer Science & Engineering,5.65,No
AP,B.Tech Computer Science & Engineering,7.78,No
AP,B.Tech CSE (E-Commerce Technology),5.7,No
AP,B.Tech CSE (Health Informatics),7.28,No
Vellore,B.Tech Computer Science & Engineering,5.16,No
Chennai,B.Tech Computer Science & Engineering,7.31,No
Chennai,B.Tech Computer Science & Engineering,9.02,Yes
Bhopal,B.Tech Computer Science & Engineering,6.56,No
Vellore,B.Tech Computer Science & Engineering,8.64,Yes
AP,B.Tech Computer Science & Engineering,6.2,No
Vellore,B.Tech Computer Science & Engineering,8.72,No
Chennai,B.Tech Computer Science & Engineering,9.83,No
Bhopal,B.Tech CSE (Education Technology),7.33,No
AP,B.Tech Computer Science & Engineering,6.07,No
Bhopal,B.Tech Electronics & Communication Engineering,6.22,No
Vellore,B.Tech CSE (E-Commerce Technology),5.99,No
AP,B.Tech Computer Science & Engineering,7.67,No
Chennai,B.Tech Computer Science & Engineering,6.53,No
Vellore,B.Tech Computer Science & Engineering,5.48,No
Vellore,B.Tech Computer Science & Engineering,5.7,No
Vellore,B.Tech CSE (Education Technology),6.26,No
Vellore,B.Tech CSE (Health Informatics),6.66,No
AP,B.Tech Computer Science & Engineering,9.61,Yes
Chennai,B.Tech Computer Science & Engineering,9.21,Yes
Bhopal,B.Tech Computer Science & Engineering,6.57,No
Bhopal,B.Tech Computer Science & Engineering,7.27,No
Vellore,B.Tech Computer Science & Engineering,7.57,No
Vellore,B.Tech Computer Science & Engineering,8.71,Yes
Vellore,B.Tech Computer Science & Engineering,5.81,No
Vellore,B.Tech Computer Science & Engineering,9.62,Yes
AP,B.Tech Computer Science & Engineering,8.98,Yes
Vellore,B.Tech CSE (Cloud Computing & Automation),9.22,Yes
Vellore,B.Tech Computer Science & Engineering,7.95,No
Vellore,B.Tech CSE (AI & ML),7.78,No
Chennai,B.Tech Computer Science & Engineering,7.54,No
Chennai,B.Tech Computer Science & Engineering,9.89,No
Bhopal,M.Tech CSE (Cyber Security),7.44,No
AP,B.Tech Computer Science & Engineering,9.44,No
Vellore,B.Tech Computer Science & Engineering,6.86,No
Chennai,M.Tech CSE (Cyber Security),7.34,No
Vellore,B.Tech Computer Science & Engineering,8.73,Yes
Vellore,B.Tech Computer Science & Engineering,6.48,No
AP,B.Tech CSE (E-Commerce Technology),9.74,Yes
Vellore,B.Tech Computer Science & Engineering,7.37,No
Vellore,B.Tech Computer Science & Engineering,5.95,No
Chennai,B.Tech Computer Science & Engineering,9.72,No
Vellore,B.Tech Computer Science & Engineering,5.04,No
Bhopal,B.Tech Computer Science & Engineering,8.79,No
Chennai,B.Tech Computer Science & Engineering,5.9,No
Chennai,B.Tech ECE (AI & Cybernetics),8.44,Yes
AP,B.Tech Computer Science & Engineering,6.4,No
Chennai,B.Tech Computer Science & Engineering,8.15,No
Vellore,B.Tech CSE (E-Commerce Technology),8.12,Yes
Chennai,B.Tech Computer Science & Engineering,9.5,Yes
Vellore,B.Tech ECE (AI & Cybernetics),5.87,No
Chennai,B.Tech Computer Science & Engineering,5.46,No
Chennai,B.Tech Computer Science & Engineering,7.38,No
Vellore,B.Tech CSE (Education Technology),5.84,No
Chennai,B.Tech Computer Science & Engineering,6.91,No
Chennai,B.Tech Electronics & Communication Engineering,8.02,Yes
Vellore,B.Tech Computer Science & Engineering,9.29,Yes
AP,B.Tech Computer Science & Engineering,5.28,No
Vellore,B.Tech Computer Science & Engineering,7.93,No
Vellore,B.Tech Computer Science & Engineering,8.25,No
Chennai,B.Tech Computer Science & Engineering,5.71,No
Chennai,B.Tech Computer Science & Engineering,5.38,No
Bhopal,B.Tech CSE (Cloud Computing & Automation),9.49,No
Chennai,B.Tech Computer Science & Engineering,7.75,No
Vellore,B.Tech Computer Science & Engineering,7.59,No
Vellore,B.Tech Computer Science & Engineering,8.69,Yes
Vellore,B.Tech Computer Science & Engineering,9.87,No
Vellore,B.Tech Computer Science & Engineering,5.6,No
Vellore,B.Tech Computer Science & Engineering,5.34,No
AP,B.Tech CSE (Education Technology),5.61,No
Vellore,B.Tech Computer Science & Engineering,6.95,No
AP,B.Tech Computer Science & Engineering,8.96,No
AP,B.Tech CSE (Education Technology),9.08,Yes
AP,B.Tech Mechanical Engineering,8.51,No
Chennai,B.Tech Computer Science & Engineering,8.69,Yes
Chennai,B.Tech CSE (Education Technology),9.41,Yes
AP,B.Tech Computer Science & Engineering,9.87,No
Vellore,B.Tech Computer Science & Engineering,6.04,No
Vellore,B.Tech Computer Science & Engineering,5.78,No
Vellore,M.Tech VLSI Design,7.75,No
Vellore,B.Tech Computer Science & Engineering,9.84,Yes
AP,B.Tech CSE (Cloud Computing & Automation),5.07,No
Bhopal,B.Tech Computer Science & Engineering,6.06,No
Vellore,M.Tech VLSI Design,9.87,Yes
AP,B.Tech Computer Science & Engineering,9.61,No
Vellore,B.Tech Computer Science & Engineering,6.92,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),6.29,No
Vellore,B.Tech CSE (Cyber Security & Digital Forensics),6.99,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),9.19,Yes
AP,B.Tech CSE (Education Technology),8.0,Yes
AP,B.Tech Electronics & Communication Engineering,7.93,No
Vellore,B.Tech Electronics & Communication Engineering,7.3,No
Chennai,B.Tech Computer Science & Engineering,6.97,No
Chennai,B.Tech Computer Science & Engineering,6.5,No
Bhopal,B.Tech CSE (Health Informatics),9.65,Yes
Bhopal,B.Tech CSE (AI & ML),9.44,Yes
AP,B.Tech Computer Science & Engineering,5.84,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),6.09,No
Vellore,B.Tech Mechanical Engineering,8.32,No
Chennai,B.Tech Computer Science & Engineering,9.98,No
Vellore,B.Tech CSE (Cloud Computing & Automation),5.93,No
Vellore,B.Tech Computer Science & Engineering,6.95,No
Vellore,B.Tech Computer Science & Engineering,9.08,No
Bhopal,B.Tech Computer Science & Engineering,6.01,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),6.5,No
Bhopal,M.Tech AI & Data Science,5.75,No
Chennai,B.Tech CSE (Education Technology),6.49,No
Bhopal,B.Tech CSE (AI & ML),7.02,No
Chennai,B.Tech CSE (Education Technology),5.45,No
Vellore,B.Tech Computer Science & Engineering,5.03,No
Bhopal,B.Tech Computer Science & Engineering,7.73,No
Vellore,B.Tech ECE (AI & Cybernetics),9.81,Yes
AP,B.Tech Computer Science & Engineering,8.79,Yes
AP,B.Tech Electronics & Communication Engineering,8.92,Yes
AP,B.Tech CSE (Cloud Computing & Automation),8.09,Yes
Bhopal,B.Tech CSE (AI & ML),5.03,No
Bhopal,B.Tech CSE (Cloud Computing & Automation),7.25,No
Vellore,B.Tech Computer Science & Engineering,5.91,No
Vellore,M.Tech VLSI Design,9.46,No
Vellore,B.Tech Electronics & Communication Engineering,6.4,No
AP,B.Tech Computer Science & Engineering,6.51,No
Vellore,B.Tech Computer Science & Engineering,5.98,No
Bhopal,B.Tech Computer Science & Engineering,8.65,Yes
Bhopal,B.Tech Mechanical Engineering,7.0,No
Bhopal,B.Tech Computer Science & Engineering,7.95,No
Bhopal,B.Tech Computer Science & Engineering,6.98,No
AP,B.Tech Computer Science & Engineering,7.73,No
AP,B.Tech Mechanical Eng (AI & Robotics),5.72,No
Bhopal,B.Tech CSE (AI & ML),8.5,Yes
Vellore,B.Tech Computer Science & Engineering,9.68,Yes
Bhopal,B.Tech Computer Science & Engineering,5.32,No
Chennai,B.Tech Computer Science & Engineering,5.4,No
Vellore,M.Tech AI & Data Science,9.33,Yes
Bhopal,B.Tech Computer Science & Engineering,5.86,No
Bhopal,B.Tech Computer Science & Engineering,7.88,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),9.58,Yes
Chennai,B.Tech Computer Science & Engineering,8.58,Yes
Chennai,B.Tech CSE (E-Commerce Technology),8.54,Yes
Chennai,B.Tech Computer Science & Engineering,9.17,Yes
Chennai,B.Tech Computer Science & Engineering,7.47,No
AP,B.Tech CSE (Health Informatics),8.7,Yes
Bhopal,B.Tech CSE (AI & ML),6.74,No
Vellore,B.Tech Computer Science & Engineering,7.34,No
AP,B.Tech Computer Science & Engineering,6.06,No
AP,B.Tech Computer Science & Engineering,5.02,No
Vellore,B.Tech Computer Science & Engineering,8.71,Yes
Vellore,B.Tech Computer Science & Engineering,6.31,No
Vellore,B.Tech Computer Science & Engineering,6.56,No
Bhopal,B.Tech Computer Science & Engineering,5.53,No
Chennai,B.Tech Computer Science & Engineering,6.03,No
Bhopal,B.Tech Computer Science & Engineering,7.58,No
Vellore,B.Tech CSE (E-Commerce Technology),5.47,No
AP,B.Tech Computer Science & Engineering,7.45,No
AP,B.Tech Computer Science & Engineering,8.96,Yes
AP,B.Tech Computer Science & Engineering,7.94,No
Vellore,B.Tech Electronics & Communication Engineering,9.18,No
Chennai,B.Tech CSE (AI & ML),5.59,No
Chennai,B.Tech CSE (Health Informatics),8.21,Yes
Bhopal,B.Tech ECE (AI & Cybernetics),6.2,No
Chennai,B.Tech CSE (Health Informatics),7.38,No
Vellore,B.Tech CSE (Cloud Computing & Automation),6.84,No
AP,B.Tech Computer Science & Engineering,9.04,Yes
Bhopal,M.Tech VLSI Design,8.52,Yes
Bhopal,B.Tech Mechanical Eng (AI & Robotics),8.31,No
Vellore,B.Tech CSE (E-Commerce Technology),8.04,Yes
Chennai,B.Tech Computer Science & Engineering,9.01,No
Bhopal,B.Tech Mechanical Eng (AI & Robotics),5.22,No
Chennai,B.Tech CSE (Health Informatics),7.48,No
Vellore,B.Tech Computer Science & Engineering,6.66,No
Chennai,M.Tech CSE (Cyber Security),5.5,No
Vellore,B.Tech CSE (Education Technology),5.39,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),8.04,Yes
Chennai,B.Tech CSE (Health Informatics),9.25,Yes
AP,B.Tech Computer Science & Engineering,9.63,No
Vellore,B.Tech CSE (Cloud Computing & Automation),5.86,No
Chennai,B.Tech Computer Science & Engineering,5.33,No
AP,B.Tech CSE (AI & ML),7.27,No
Vellore,Other,8.98,No
Vellore,B.Tech Computer Science & Engineering,8.11,Yes
Chennai,B.Tech Computer Science & Engineering,9.27,Yes
Chennai,B.Tech Mechanical Engineering,8.76,Yes
AP,B.Tech Computer Science & Engineering,9.53,Yes
Vellore,B.Tech Computer Science & Engineering,7.33,No
Vellore,B.Tech Computer Science & Engineering,9.98,No
Vellore,B.Tech CSE (Cloud Computing & Automation),6.41,No
Vellore,B.Tech Electronics & Communication Engineering,9.94,No
Vellore,B.Tech Computer Science & Engineering,7.23,No
Vellore,B.Tech Computer Science & Engineering,9.52,No
Vellore,B.Tech CSE (AI & ML),7.26,No
Chennai,B.Tech CSE (AI & ML),6.33,No
Bhopal,B.Tech CSE (Cyber Security & Digital Forensics),9.5,Yes
Chennai,B.Tech Computer Science & Engineering,6.69,No
AP,B.Tech Computer Science & Engineering,7.55,No
Vellore,B.Tech Computer Science & Engineering,8.3,Yes
Vellore,B.Tech Computer Science & Engineering,7.99,No
AP,B.Tech CSE (Education Technology),9.16,No
Vellore,B.Tech Computer Science & Engineering,5.63,No
AP,B.Tech Computer Science & Engineering,8.82,Yes
Chennai,B.Tech Computer Science & Engineering,7.74,No
Vellore,B.Tech Computer Science & Engineering,9.2,No
AP,M.Tech VLSI Design,5.17,No
AP,B.Tech Computer Science & Engineering,7.15,No
Vellore,B.Tech Computer Science & Engineering,8.33,Yes
AP,B.Tech Computer Science & Engineering,5.34,No
Vellore,B.Tech ECE (AI & Cybernetics),8.76,Yes
AP,B.Tech Computer Science & Engineering,5.04,No
Chennai,B.Tech Electronics & Communication Engineering,5.48,No
Chennai,B.Tech Computer Science & Engineering,8.57,Yes
Vellore,B.Tech Computer Science & Engineering,6.23,No
AP,B.Tech Computer Science & Engineering,7.6,No
Bhopal,B.Tech Computer Science & Engineering,8.77,No
Bhopal,B.Tech Computer Science & Engineering,9.64,Yes
Vellore,B.Tech Computer Science & Engineering,7.11,No
Chennai,B.Tech Electronics & Communication Engineering,7.35,No
Vellore,B.Tech CSE (AI & ML),9.27,Yes
Vellore,B.Tech Computer Science & Engineering,9.99,Yes
AP,B.Tech Computer Science & Engineering,9.52,Yes
AP,B.Tech Computer Science & Engineering,7.35,No
Bhopal,B.Tech Computer Science & Engineering,9.09,No
Vellore,B.Tech Computer Science & Engineering,8.18,Yes
Chennai,B.Tech Mechanical Engineering,6.11,No
Vellore,B.Tech ECE (AI & Cybernetics),5.52,No
Vellore,B.Tech Computer Science & Engineering,8.11,No
Vellore,B.Tech Mechanical Engineering,9.37,Yes
Bhopal,B.Tech CSE (AI & ML),7.28,No
Chennai,B.Tech Computer Science & Engineering,7.92,No
Chennai,B.Tech Computer Science & Engineering,6.4,No
Vellore,M.Tech AI & Data Science,8.24,Yes
Vellore,B.Tech Computer Science & Engineering,6.46,No
Chennai,B.Tech CSE (Education Technology),6.79,No
Vellore,M.Tech VLSI Design,9.96,Yes
AP,B.Tech CSE (AI & ML),9.04,Yes
Bhopal,B.Tech Computer Science & Engineering,7.41,No
AP,B.Tech Computer Science & Engineering,8.37,Yes
Chennai,B.Tech Computer Science & Engineering,6.75,No
Bhopal,B.Tech CSE (AI & ML),7.7,No
Bhopal,B.Tech Computer Science & Engineering,7.19,No
AP,B.Tech Computer Science & Engineering,6.81,No
AP,B.Tech CSE (AI & ML),9.4,Yes
Vellore,B.Tech Computer Science & Engineering,5.27,No
AP,B.Tech Computer Science & Engineering,8.96,Yes
Bhopal,B.Tech ECE (AI & Cybernetics),9.53,No
Vellore,B.Tech Computer Science & Engineering,9.96,No
AP,B.Tech Computer Science & Engineering,7.64,No
Chennai,B.Tech Computer Science & Engineering,6.78,No
Vellore,B.Tech Computer Science & Engineering,7.0,No
Chennai,B.Tech Computer Science & Engineering,5.97,No
AP,B.Tech Computer Science & Engineering,6.15,No
Bhopal,B.Tech Electronics & Communication Engineering,5.63,No
Vellore,B.Tech Computer Science & Engineering,6.21,No
Vellore,B.Tech CSE (Health Informatics),5.76,No
Chennai,B.Tech Electronics & Communication Engineering,5.0,No
Vellore,B.Tech Computer Science & Engineering,9.4,No
Vellore,B.Tech CSE (E-Commerce Technology),6.73,No
AP,B.Tech CSE (Cloud Computing & Automation),8.3,Yes
Vellore,B.Tech Computer Science & Engineering,9.27,Yes
Vellore,B.Tech Computer Science & Engineering,6.95,No
Vellore,B.Tech CSE (AI & ML),7.81,No
Vellore,B.Tech CSE (AI & ML),6.57,No
AP,Other,8.38,Yes
AP,B.Tech Computer Science & Engineering,8.96,No
Chennai,B.Tech Computer Science & Engineering,9.25,Yes
AP,B.Tech Computer Science & Engineering,7.92,No
Chennai,B.Tech Computer Science & Engineering,6.54,No
Vellore,M.Tech VLSI Design,7.7,No
Bhopal,M.Tech CSE (Cyber Security),5.95,No
Bhopal,B.Tech Computer Science & Engineering,8.31,Yes
Bhopal,B.Tech Computer Science & Engineering,6.43,No
AP,B.Tech Computer Science & Engineering,8.2,Yes
Bhopal,B.Tech Computer Science & Engineering,8.68,No
Vellore,B.Tech Computer Science & Engineering,7.41,No
Chennai,B.Tech CSE (AI & ML),5.65,No
Vellore,B.Tech CSE (Cyber Security & Digital Forensics),9.94,No
Bhopal,B.Tech CSE (Cloud Computing & Automation),7.67,No
Vellore,B.Tech Computer Science & Engineering,6.37,No
Vellore,B.Tech Computer Science & Engineering,9.73,No
Chennai,B.Tech Electronics & Communication Engineering,7.67,No
Chennai,B.Tech Computer Science & Engineering,6.9,No
Chennai,B.Tech Computer Science & Engineering,5.73,No
Vellore,B.Tech CSE (Health Informatics),9.91,Yes
Vellore,M.Tech CSE (Cyber Security),7.78,No
Chennai,B.Tech Computer Science & Engineering,7.38,No
Chennai,B.Tech Computer Science & Engineering,5.41,No
Chennai,B.Tech Computer Science & Engineering,6.66,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),6.45,No
Vellore,M.Tech CSE (Cyber Security),6.92,No
Vellore,B.Tech CSE (Cyber Security & Digital Forensics),9.69,Yes
Chennai,B.Tech CSE (Health Informatics),6.72,No
Chennai,B.Tech Computer Science & Engineering,6.69,No
Vellore,B.Tech Electronics & Communication Engineering,6.33,No
AP,B.Tech Mechanical Engineering,9.21,No
Bhopal,B.Tech Computer Science & Engineering,7.86,No
AP,B.Tech Computer Science & Engineering,8.6,No
Chennai,B.Tech CSE (Health Informatics),5.98,No
Bhopal,B.Tech Computer Science & Engineering,9.21,No
Vellore,B.Tech Computer Science & Engineering,8.08,Yes
Vellore,B.Tech Computer Science & Engineering,6.11,No
AP,B.Tech Computer Science & Engineering,8.38,Yes
Vellore,B.Tech ECE (AI & Cybernetics),7.59,No
Vellore,B.Tech Electronics & Communication Engineering,6.54,No
Chennai,M.Tech CSE (Cyber Security),6.74,No
Chennai,B.Tech Computer Science & Engineering,5.42,No
Chennai,B.Tech CSE (Education Technology),5.48,No
Vellore,B.Tech Computer Science & Engineering,7.23,No
AP,B.Tech CSE (Cloud Computing & Automation),9.0,No
Chennai,B.Tech CSE (Health Informatics),8.87,No
AP,M.Tech VLSI Design,5.77,No
Chennai,B.Tech Computer Science & Engineering,8.48,No
Vellore,B.Tech Mechanical Engineering,7.77,No
Vellore,B.Tech ECE (AI & Cybernetics),8.98,Yes
AP,B.Tech Computer Science & Engineering,8.95,Yes
Chennai,B.Tech Computer Science & Engineering,8.02,No
Vellore,B.Tech Computer Science & Engineering,9.08,Yes
Vellore,M.Tech VLSI Design,5.01,No
Vellore,B.Tech Computer Science & Engineering,5.79,No
Chennai,B.Tech Computer Science & Engineering,7.53,No
Chennai,B.Tech CSE (Education Technology),6.36,No
Vellore,B.Tech CSE (AI & ML),7.01,No
Vellore,B.Tech Computer Science & Engineering,6.43,No
Vellore,B.Tech Computer Science & Engineering,7.41,No
Vellore,B.Tech Computer Science & Engineering,9.98,Yes
Chennai,B.Tech Computer Science & Engineering,6.81,No
Bhopal,B.Tech ECE (AI & Cybernetics),8.17,Yes
Vellore,B.Tech CSE (Health Informatics),5.9,No
Bhopal,B.Tech Computer Science & Engineering,6.78,No
AP,M.Tech AI & Data Science,6.71,No
Bhopal,B.Tech ECE (AI & Cybernetics),6.12,No
Vellore,B.Tech Electronics & Communication Engineering,7.11,No
AP,B.Tech Computer Science & Engineering,6.96,No
AP,B.Tech CSE (Cloud Computing & Automation),7.91,No
Vellore,B.Tech Computer Science & Engineering,9.84,Yes
Chennai,B.Tech CSE (Education Technology),8.75,Yes
AP,B.Tech Computer Science & Engineering,6.02,No
Vellore,B.Tech Computer Science & Engineering,8.19,No
AP,B.Tech ECE (AI & Cybernetics),8.16,Yes
AP,B.Tech Computer Science & Engineering,9.76,No
Vellore,B.Tech Computer Science & Engineering,8.83,Yes
AP,B.Tech Computer Science & Engineering,7.13,No
Vellore,B.Tech Mechanical Engineering,7.9,No
Chennai,B.Tech CSE (Cloud Computing & Automation),6.24,No
Vellore,B.Tech Computer Science & Engineering,7.38,No
Vellore,B.Tech Computer Science & Engineering,5.42,No
Chennai,B.Tech ECE (AI & Cybernetics),6.52,No
Vellore,B.Tech Electronics & Communication Engineering,8.65,Yes
Vellore,B.Tech Computer Science & Engineering,6.59,No
Vellore,B.Tech Computer Science & Engineering,7.34,No
Chennai,B.Tech CSE (Health Informatics),5.77,No
Chennai,B.Tech Computer Science & Engineering,9.73,No
AP,B.Tech Computer Science & Engineering,8.96,Yes
Bhopal,B.Tech Computer Science & Engineering,7.18,No
Bhopal,B.Tech Mechanical Eng (AI & Robotics),5.34,No
AP,B.Tech Computer Science & Engineering,5.87,No
Chennai,B.Tech CSE (Education Technology),9.07,Yes
Chennai,B.Tech Computer Science & Engineering,5.78,No
Vellore,B.Tech Computer Science & Engineering,9.64,Yes
Chennai,B.Tech Computer Science & Engineering,6.51,No
Vellore,B.Tech Electronics & Communication Engineering,8.19,No
Vellore,B.Tech Computer Science & Engineering,7.39,No
AP,B.Tech CSE (Health Informatics),8.98,No
Chennai,B.Tech Computer Science & Engineering,7.81,No
Vellore,B.Tech Computer Science & Engineering,5.46,No
AP,B.Tech CSE (Cyber Security & Digital Forensics),9.72,Yes
Chennai,B.Tech ECE (AI & Cybernetics),5.6,No
Vellore,M.Tech VLSI Design,7.77,No
Chennai,B.Tech Computer Science & Engineering,5.7,No
Vellore,M.Tech VLSI Design,8.04,No
Vellore,B.Tech CSE (E-Commerce Technology),9.72,No
Bhopal,B.Tech Electronics & Communication Engineering,6.3,No
AP,B.Tech Computer Science & Engineering,7.76,No
Chennai,B.Tech CSE (AI & ML),8.57,Yes
Vellore,B.Tech Electronics & Communication Engineering,5.98,No
Vellore,B.Tech Computer Science & Engineering,8.25,Yes
AP,B.Tech ECE (AI & Cybernetics),7.73,No
Vellore,B.Tech CSE (Health Informatics),8.53,Yes
Vellore,B.Tech Computer Science & Engineering,8.53,No
Vellore,B.Tech ECE (AI & Cybernetics),5.4,No
Chennai,B.Tech Electronics & Communication Engineering,9.93,No
Vellore,B.Tech CSE (Education Technology),6.12,No
AP,B.Tech ECE (AI & Cybernetics),7.13,No
Chennai,B.Tech Computer Science & Engineering,6.01,No
Chennai,B.Tech Computer Science & Engineering,7.61,No
Chennai,B.Tech Computer Science & Engineering,6.52,No
Vellore,B.Tech Computer Science & Engineering,9.75,Yes
Bhopal,B.Tech Computer Science & Engineering,7.92,No
Bhopal,B.Tech Computer Science & Engineering,7.43,No
Chennai,B.Tech CSE (Education Technology),6.6,No
AP,B.Tech Computer Science & Engineering,7.97,No
Vellore,B.Tech Computer Science & Engineering,9.24,Yes
Vellore,B.Tech Computer Science & Engineering,8.5,Yes
Chennai,B.Tech Computer Science & Engineering,9.23,Yes
Bhopal,B.Tech Computer Science & Engineering,9.63,No
Chennai,B.Tech Computer Science & Engineering,5.48,No
Chennai,B.Tech CSE (AI & ML),7.55,No
Chennai,B.Tech Computer Science & Engineering,6.41,No
Vellore,B.Tech CSE (AI & ML),8.18,No
Vellore,B.Tech Computer Science & Engineering,5.7,No
Bhopal,B.Tech Computer Science & Engineering,7.83,No
AP,B.Tech Computer Science & Engineering,6.02,No
Chennai,B.Tech CSE (AI & ML),6.83,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),7.16,No
Vellore,B.Tech CSE (Health Informatics),9.93,No
Vellore,B.Tech CSE (AI & ML),7.76,No
